20210621001,Welcome Bake 手作體驗｜蛋糕＆麵包＆餅乾＆塔類課程,580,25.06043228912995,121.54559327116398,台北市復興北路361巷12號,【母親節送禮給媽媽】即刻預定Welcome Bake手作DIY體驗，無經驗的新手也能輕鬆做蛋糕！位於台北捷運中山國中站徒步 3 分鐘的 Welcome Bake，透過 iPad 數位教學，搭配現場服務人員的親切協助，每個走進店裡的人都能帶走手作精美成品與滿滿成就感，無論是自行享用或送禮都非常合適。,\static\images\20210621001.jpg
20210621002,LIKEDO DIY 體驗｜羊毛氈織手工皂 － 毛毛造皂,450,25.02636963311477,121.51323127116399,台北市中正區汀州路一段370號,現在預訂 LIKEDO 的手作 DIY 課程，擁有豐富教學經驗的講師的帶領下，製作獨一無二專屬個人特色的羊毛氈織皂，於皂被羊毛氈所包覆，所以帶有著去角質的效果，羊毛本身也有抗菌、保濕的效果所以能讓手工皂處於乾淨狀態下不易孳生細菌。喜歡手作的你，千萬不要錯過了富有教育意義與樂趣的手作體驗課程，也十分推薦親子一同來同樂體驗。,\static\images\20210621002.jpg
20210621003,木匠兄妹檜木手作體驗,450,25.044613365129933,121.5614277668649,台北市信義區菸廠路88號2樓,現在訂購木匠兄妹手作體驗，刻制專屬自己的檜木筷子、湯匙、杯墊等小物。從設計到上油，全程自己手作。在刨木的過程中，濃濃木頭香氣撲鼻而來，讓情緒徹底抒壓，近距離了解木工的細膩之美，學習線鋸裁切、拋光、上油等木工技巧，親手完成一件木藝作品，深刻感受傳統技藝的魅力！,\static\images\20210621003.jpg
